Date_Dimension_Key,Customer_Dimension_Key,Product_Dimension_Key,SalesTerritory_Dimension_Key,SalesPerson_Dimension_Key,OrderQty,Sales (USD)
979,14506,104,4,8,1,2634.4
979,11056,269,6,9,1,399.42
979,11748,492,1,14,1,622.97
979,6206,504,4,8,1,650.8
979,9477,470,4,8,1,1307.73
979,9868,499,8,15,1,1308.83
979,13476,499,10,16,1,1952.57
979,15427,269,8,15,1,2673.06
980,6222,499,9,13,1,657.95
980,14609,470,9,13,1,677.41
980,6225,61,9,13,1,641.36
980,2957,504,8,15,1,2604.43
980,3260,498,7,17,1,2632.07
980,3767,96,9,13,1,695.37
980,913,480,6,9,1,41.03
980,905,472,6,9,1,61.89
980,6312,498,9,13,1,20.02
980,5873,490,9,13,1,18.48
980,11692,498,9,13,1,56.94
980,14921,498,9,13,1,22.88
980,2074,498,9,13,1,4.17
980,5513,499,9,13,1,22.25
980,7894,269,9,13,1,20.03
980,5341,414,9,13,1,1.31
980,2823,301,9,13,1,31.48
980,8421,471,9,13,1,30.9
980,13641,70,7,17,1,1889.53
980,1334,499,6,9,1,59.1
980,989,489,6,9,1,17.38
980,12429,498,1,14,1,38.65
980,12431,498,4,8,1,77.32
980,1363,498,6,9,1,48.67
980,11779,490,4,8,1,33.14
980,13925,490,1,14,1,35.67
980,11482,504,4,8,1,86.1
980,12709,504,4,8,1,16.55
980,5581,467,6,9,1,48.68
980,8837,467,1,14,1,77.34
980,6586,504,1,14,1,44.18
980,5070,498,4,8,1,8.04
980,4147,504,4,8,1,111.01
980,3945,323,1,14,1,79.53
980,4975,503,4,8,1,114.35
980,8109,480,6,9,1,21.54
980,9628,498,10,16,1,63.03
980,4124,499,8,15,1,42.96
980,4645,504,8,15,1,40.84
980,7716,501,7,17,1,103.31
980,11545,504,8,15,1,15.45
980,13737,504,10,16,1,22.04
980,12506,499,8,15,1,59.65
980,15226,499,8,15,1,28.16
980,2305,500,10,16,1,170.99
980,15001,500,7,17,1,5.51
980,1201,498,4,8,1,77.26
980,6345,269,6,9,1,39.63
980,6208,479,6,9,1,21.54
980,5565,301,6,9,1,70.57
980,2662,498,4,8,1,46.72
980,2424,504,8,15,1,43.61
980,6821,133,6,9,1,15.29
980,2771,11,1,14,1,607.73
980,8813,504,4,8,1,673.99
980,2770,504,4,8,1,700.53
980,3695,270,4,8,1,888.95
980,3782,467,1,14,1,937.56
980,2905,504,1,14,1,2552.52
980,2140,33,4,8,1,2563.59
980,6409,490,9,13,1,457.61
980,4006,20,9,13,1,440.45
980,10699,504,9,13,1,322.23
980,18897,268,9,13,1,1384.65
980,9261,270,9,13,1,1418.58
980,8786,499,9,13,1,1439.52
980,5534,14,9,13,1,309.09
980,14049,270,4,8,1,2673.06
980,14053,108,4,8,1,2644.33
980,11745,504,4,8,1,650.8
980,8343,60,6,9,1,779.39
980,9695,504,1,14,1,1308.83
980,12934,60,10,16,1,1766.5
980,13454,268,10,16,1,1835.84
980,15459,501,10,16,1,991.6
980,2003,323,7,17,1,2755.36
980,3978,504,9,13,1,466.96
981,1984,31,10,16,1,3655.48
981,3766,471,9,13,1,744.72
981,1413,504,6,9,1,9.71
981,796,498,9,13,1,17.12
981,3939,499,9,13,1,17.86
981,10121,504,9,13,1,2.85
981,4918,504,9,13,1,42.53
981,5512,494,9,13,1,19.93
981,2851,268,9,13,1,19.99
981,14420,325,8,15,1,1934.83
981,9852,499,10,16,1,4041.4
981,3501,323,7,17,1,915.46
981,5355,498,10,16,1,1336.86
981,925,470,6,9,1,37.5
981,923,499,4,8,1,4.41
981,17829,500,4,8,1,5.51
981,18791,499,4,8,1,6.94
981,17382,499,4,8,1,39.47
981,15886,500,1,14,1,40.08
981,18340,499,4,8,1,41.96
981,14529,494,4,8,1,38.55
981,3622,499,6,9,1,49.72
981,15045,489,4,8,1,27.61
981,14793,499,4,8,1,40.43
981,13066,490,4,8,1,35.67
981,13068,498,4,8,1,65.47
981,10336,6,1,14,1,11.04
981,2899,504,6,9,1,34.71
981,8854,469,1,14,1,87.27
981,6084,504,1,14,1,66.28
981,9575,498,6,9,1,5.06
981,4270,504,1,14,1,60.73
981,4256,468,10,16,1,110.28
981,4759,498,10,16,1,118.14
981,4663,499,8,15,1,167.15
981,2439,269,7,17,1,49.7
981,13612,499,8,15,1,6.94
981,17010,499,10,16,1,9.9
981,12126,492,7,17,1,83.41
981,2430,500,8,15,1,66.28
981,13630,500,7,17,1,40.08
981,4589,504,1,14,1,96.08
981,1319,491,4,8,1,2604.79
981,1328,503,4,8,1,2630.42
981,19134,504,10,16,1,2059.86
981,18994,108,9,13,1,1366.86
981,2044,504,9,13,1,1353.67
981,814,484,9,13,1,1428.5
981,14717,504,4,8,1,2720.01
981,14510,504,4,8,1,2659.78
981,1030,504,6,9,1,1665.84
981,15426,504,8,15,1,2698.44
981,18431,504,10,16,1,3863.55
981,5387,270,8,15,1,2683
982,6224,59,9,13,1,634.36
982,1285,504,7,17,1,2552.52
982,1974,133,10,16,1,3666.93
982,1912,504,10,16,1,3695.42
982,4963,499,9,13,1,30.27
982,14077,492,9,13,1,17.96
982,18818,504,9,13,1,9.78
982,6317,499,9,13,1,22.01
982,7973,108,9,13,1,5.09
982,4385,301,9,13,1,31.13
982,1321,472,6,9,1,54.3
982,1324,414,1,14,1,2.53
982,1451,489,9,13,1,14.15
982,979,499,6,9,1,26.97
982,17730,500,1,14,1,71.24
982,17788,500,4,8,1,183.74
982,6423,492,6,9,1,16.45
982,15661,489,4,8,1,30.14
982,1221,499,6,9,1,41.84
982,15550,489,4,8,1,30.14
982,1221,498,6,9,1,25.79
982,4343,504,6,9,1,34.58
982,3032,504,6,9,1,3.45
982,7069,504,1,14,1,75.68
982,4357,469,6,9,1,48.43
982,5577,498,4,8,1,16.83
982,5476,498,1,14,1,138.11
982,6418,504,1,14,1,30.85
982,5017,498,1,14,1,5.51
982,8886,489,10,16,1,39.55
982,1828,471,10,16,1,85.45
982,7554,498,8,15,1,96.08
982,6212,493,7,17,1,30.14
982,13334,499,8,15,1,180.1
982,11565,504,8,15,1,44.18
982,13780,499,8,15,1,4.41
982,17553,500,7,17,1,44.18
982,12080,492,7,17,1,33.68
982,18448,492,10,16,1,37.64
982,1552,498,4,8,1,109.91
982,2156,504,1,14,1,79.5
982,2799,133,4,8,1,24.29
982,3038,323,4,8,1,118.19
982,10050,504,4,8,1,2775.01
982,3810,467,6,9,1,580.85
982,1373,322,4,8,1,2643.12
982,2804,504,1,14,1,2637.57
982,17819,499,9,13,1,320.14
982,2371,301,9,13,1,1334.93
982,16033,108,1,14,1,830.23
982,2039,504,9,13,1,1327.02
982,11791,504,4,8,1,612.14
982,9687,470,1,14,1,1297.8
982,13656,504,10,16,1,1865.06
982,18582,471,10,16,1,1009.66
983,6221,472,9,13,1,664.86
983,1918,301,10,16,1,3849.46
983,1289,491,7,17,1,2752.86
983,3472,504,8,15,1,2552.52
983,1709,500,9,13,1,726.75
983,1683,504,1,14,1,85.62
983,7980,498,9,13,1,70.17
983,9327,492,9,13,1,13.46
983,9274,492,9,13,1,13.46
983,4726,498,9,13,1,39.61
983,1114,269,8,15,1,1928.19
983,5340,498,10,16,1,1276.99
983,17828,500,4,8,1,15.45
983,18297,325,4,8,1,55.24
983,17180,499,4,8,1,30.69
983,12746,498,1,14,1,41.18
983,11334,504,4,8,1,16.55
983,9992,472,4,8,1,137
983,9822,469,1,14,1,132.58
983,8935,468,4,8,1,77.34
983,6733,504,4,8,1,15.45
983,5940,498,4,8,1,14.3
983,7884,498,8,15,1,5.51
983,6028,489,8,15,1,27.61
983,16094,499,8,15,1,66.82
983,3874,500,10,16,1,57.41
983,1397,498,4,8,1,82.85
983,3235,504,10,16,1,109.17
983,2897,322,4,8,1,79.53
983,1283,473,7,17,1,59.66
983,1128,270,8,15,1,38.66
983,6627,499,4,8,1,1950.28
983,11641,270,6,9,1,404.7
983,6676,499,1,14,1,1911.62
983,2876,270,1,14,1,2626.54
983,834,504,6,9,1,1640.99
983,7687,504,8,15,1,1384.92
983,18898,470,9,13,1,1380.15
983,8797,270,9,13,1,1402.95
983,1702,504,9,13,1,1307.64
983,1704,491,9,13,1,1334.42
983,14511,269,4,8,1,2673.06
983,14517,470,4,8,1,2694.06
983,12580,504,1,14,1,612.14
983,11054,504,6,9,1,383.26
983,11750,108,4,8,1,606.62
984,1917,491,10,16,1,3729.66
984,2958,504,8,15,1,2618.81
984,1312,133,10,16,1,3665.88
984,1582,114,1,14,1,8.78
984,3341,498,9,13,1,36.83
984,747,498,9,13,1,36.83
984,6394,493,9,13,1,14.16
984,10304,499,9,13,1,45.61
984,2747,269,9,13,1,19.83
984,6956,471,9,13,1,30.6
984,6092,494,8,15,1,2735.92
984,13608,74,8,15,1,2699.9
984,2034,499,7,17,1,2742.86
984,829,499,4,8,1,4.41
984,878,499,6,9,1,44.26
984,15631,489,1,14,1,30.14
984,14474,499,4,8,1,216.13
984,13430,498,4,8,1,77.32
984,13198,498,1,14,1,77.32
984,1898,504,6,9,1,34.57
984,10112,504,1,14,1,55.22
984,18291,467,6,9,1,48.42
984,8304,469,4,8,1,132.58
984,8359,504,4,8,1,5.51
984,8060,504,4,8,1,44.18
984,7041,504,1,14,1,5.51
984,15322,498,6,9,1,27.66
984,3625,269,4,8,1,62.95
984,18081,499,7,17,1,67.49
984,5375,498,7,17,1,71.79
984,9214,499,10,16,1,136.48
984,10611,498,10,16,1,110.71
984,12177,504,10,16,1,156.57
984,17641,499,10,16,1,147.1
984,2435,500,10,16,1,53.76
984,6155,500,10,16,1,11.52
984,2443,500,8,15,1,44.18
984,2021,322,8,15,1,82.3
984,2951,491,6,9,1,1630.85
984,2636,498,4,8,1,2618.82
984,6981,73,9,13,1,1384.92
984,9263,79,9,13,1,1384.92
984,1691,501,9,13,1,1349.28
984,13008,268,6,9,1,864.68
984,15085,504,1,14,1,1357.86
984,9445,323,1,14,1,1320.44
984,9864,470,8,15,1,1307.73
984,9128,269,7,17,1,1276.81
984,2086,504,8,15,1,639.2
984,12224,44,8,15,1,596.69
984,15913,499,10,16,1,894.68
984,1739,268,9,13,1,708.42
985,14612,472,9,13,1,671.77
985,2000,322,8,15,1,2667.97
985,2068,504,1,14,1,15.45
985,13224,503,9,13,1,68.38
985,2745,472,9,13,1,50.51
985,3769,325,9,13,1,28.38
985,9291,471,9,13,1,35.75
985,9756,499,10,16,1,4155.07
985,13623,504,8,15,1,2724.13
985,917,472,6,9,1,37.26
985,18002,414,1,14,1,2.53
985,16154,489,4,8,1,66.28
985,917,500,6,9,1,3.44
985,6419,499,6,9,1,26.83
985,14215,499,4,8,1,42.96
985,15883,498,1,14,1,35.66
985,1510,498,6,9,1,48.28
985,905,498,6,9,1,25.72
985,13528,490,4,8,1,35.67
985,1353,498,6,9,1,24.14
985,7183,498,6,9,1,48.28
985,12766,490,1,14,1,33.14
985,4335,504,6,9,1,16.54
985,10140,504,4,8,1,77.32
985,902,504,6,9,1,53.77
985,6682,504,1,14,1,44.18
985,7867,498,10,16,1,66.57
985,10824,492,7,17,1,158.88
985,2969,498,6,9,1,51.74
985,1801,491,1,14,1,38.67
985,1396,498,4,8,1,82.85
985,2209,108,8,15,1,9.93
985,10369,493,1,14,1,1962.45
985,6465,71,6,9,1,1173.79
985,6658,69,1,14,1,1879.59
985,5588,324,4,8,1,706.61
985,3797,490,4,8,1,885.96
985,3807,504,4,8,1,866.84
985,2910,498,4,8,1,2618.82
985,1909,414,1,14,1,2538.49
985,17913,43,9,13,1,306.51
985,10692,504,9,13,1,350.77
985,8785,73,9,13,1,1386.91
985,16053,90,4,8,1,830.23
985,2041,301,9,13,1,1348.1
985,11746,504,4,8,1,671.8
985,17582,108,10,16,1,3767.93
985,5327,100,8,15,1,2634.4
986,1894,419,1,14,1,132.6
986,8435,133,9,13,1,12.47
986,12545,498,9,13,1,27.78
986,4009,500,9,13,1,2.83
986,5500,269,9,13,1,19.85
986,5725,500,9,13,1,54.98
986,17090,500,1,14,1,92.79
986,17616,500,4,8,1,44.18
986,16037,498,4,8,1,98.85
986,1343,498,6,9,1,48.05
986,13499,494,4,8,1,74.69
986,11770,504,4,8,1,26.49
986,12704,498,1,14,1,74.26
986,10996,6,4,8,1,11.04
986,10491,504,4,8,1,43.61
986,9588,469,1,14,1,87.27
986,1207,470,6,9,1,85.13
986,9829,469,1,14,1,77.34
986,9535,468,1,14,1,77.34
986,1343,467,6,9,1,99.2
986,14764,504,6,9,1,9.6
986,4101,498,4,8,1,5.51
986,4398,498,8,15,1,46.72
986,3845,499,10,16,1,141.81
986,18241,469,7,17,1,132.58
986,14560,504,10,16,1,62.59
986,15920,499,10,16,1,9.83
986,19111,500,8,15,1,40.08
986,10664,499,7,17,1,6.94
986,14395,500,7,17,1,8.04
986,17038,500,8,15,1,40.08
986,1486,498,6,9,1,51.49
986,1389,491,4,8,1,38.67
986,6672,471,1,14,1,1939.25
986,6674,471,1,14,1,1939.25
986,10047,504,4,8,1,2785.52
986,3694,490,4,8,1,885.96
986,3800,472,1,14,1,934.23
986,2620,33,4,8,1,2563.59
986,17561,270,8,15,1,858.96
986,17584,504,8,15,1,874.41
986,10698,492,9,13,1,324.31
986,18663,479,9,13,1,1405.66
986,9296,79,9,13,1,1385.99
986,9297,504,9,13,1,1427.66
986,2050,504,9,13,1,1374.98
986,2372,270,9,13,1,1334.15
986,14094,108,6,9,1,515.93
986,18549,268,4,8,1,858.96
986,15083,504,4,8,1,1357.86
986,14509,322,4,8,1,2728.3
986,11794,492,1,14,1,622.97
986,14806,268,6,9,1,394.83
986,11756,492,4,8,1,622.97
986,8319,493,6,9,1,788.15
986,10791,492,7,17,1,620.44
986,18414,100,10,16,1,3746.57
987,14614,59,9,13,1,638.02
987,1317,504,10,16,1,3699.47
987,2350,479,10,16,1,3650.83
987,3772,268,9,13,1,711.67
987,5497,499,9,13,1,50.37
987,4388,500,9,13,1,34.15
987,14714,504,9,13,1,42.4
987,4914,500,9,13,1,2.84
987,951,323,8,15,1,1944.77
987,15007,493,8,15,1,1907.21
987,1372,473,4,8,1,69.59
987,783,499,4,8,1,74
987,715,499,1,14,1,43.07
987,17084,500,4,8,1,40.08
987,16920,499,4,8,1,6.94
987,16725,499,1,14,1,66.82
987,14961,498,1,14,1,35.66
987,14153,499,1,14,1,42.96
987,14532,499,1,14,1,106.16
987,14693,494,1,14,1,38.55
987,14515,499,4,8,1,79.1
987,16244,489,1,14,1,30.14
987,1033,489,6,9,1,18.73
987,14630,489,4,8,1,30.14
987,11824,498,1,14,1,104.38
987,2666,490,6,9,1,20.59
987,10378,504,4,8,1,16.55
987,8248,504,5,6,1,32.58
987,6735,504,4,8,1,32.58
987,14191,504,6,9,1,3.43
987,9343,504,1,14,1,75.68
987,14465,504,6,9,1,3.43
987,3601,133,1,14,1,24.29
987,10001,268,6,9,1,39.11
987,5757,504,8,15,1,73.42
987,7888,502,10,16,1,134.17
987,4247,467,10,16,1,123.97
987,4231,499,10,16,1,307
987,3516,494,10,16,1,168.07
987,9623,499,8,15,1,70.69
987,12400,500,7,17,1,76.21
987,13811,500,7,17,1,5.51
987,1509,498,4,8,1,109.91
987,3562,498,6,9,1,27.46
987,1446,491,4,8,1,41.21
987,2235,498,1,14,1,219.88
987,3898,504,10,16,1,108.26
987,1101,504,7,17,1,15.45
987,8830,504,4,8,1,710.42
987,3030,504,6,9,1,1585.91
987,2644,31,4,8,1,2563.59
987,1243,498,1,14,1,2646.44
987,2409,504,1,14,1,2618.81
987,7686,268,8,15,1,1381.07
987,18816,102,9,13,1,1357.52
987,18817,504,9,13,1,1370.6
987,18885,479,9,13,1,1362.64
987,12577,504,4,8,1,614.67
987,11784,270,4,8,1,635.35
987,11747,504,1,14,1,620.92
987,8282,324,6,9,1,803.59
987,4819,504,8,15,1,2649.85
987,3675,504,9,13,1,435.19
988,2347,491,10,16,1,3690.03
988,9289,492,9,13,1,12.27
988,10985,498,9,13,1,71.36
988,3801,500,9,13,1,7.98
988,17062,468,9,13,1,39.97
988,9875,499,10,16,1,3885.63
988,18807,499,4,8,1,6.94
988,897,499,1,14,1,6.94
988,16912,500,4,8,1,8.04
988,979,500,6,9,1,10.5
988,13399,498,1,14,1,77.32
988,4425,494,6,9,1,22.48
988,11917,504,4,8,1,87.25
988,8377,479,4,8,1,142.51
988,15049,504,6,9,1,41.36
988,6872,504,4,8,1,15.45
988,5087,498,1,14,1,8.04
988,4605,498,4,8,1,68.47
988,4530,472,8,15,1,83.95
988,7597,498,10,16,1,46.93
988,9030,493,10,16,1,42.7
988,16591,492,8,15,1,33.68
988,7581,500,10,16,1,86.06
988,2929,322,4,8,1,79.53
988,11470,14,6,9,1,372.35
988,5567,504,4,8,1,700.53
988,2891,414,4,8,1,2566.12
988,18995,103,9,13,1,1361.59
988,9258,504,9,13,1,1403.43
988,16046,88,4,8,1,820.3
988,2042,504,9,13,1,1324.4
988,14050,270,4,8,1,2700.12
988,14521,108,1,14,1,2644.33
988,12581,504,4,8,1,622.07
988,11790,492,4,8,1,630.37
988,13462,473,10,16,1,1852.58
988,13855,500,7,17,1,2671.95
989,2360,268,10,16,1,3705.23
989,1834,29,7,17,1,2535.96
989,1318,504,10,16,1,3758.49
989,1887,114,1,14,1,8.78
989,6991,498,9,13,1,25.24
989,14157,499,9,13,1,43.32
989,8002,494,9,13,1,20.02
989,6091,504,8,15,1,2715.35
989,958,499,1,14,1,43.07
989,17808,500,4,8,1,14.3
989,17755,500,4,8,1,76.21
989,17706,500,1,14,1,8.04
989,17366,499,4,8,1,66.82
989,5213,499,6,9,1,25.38
989,13541,490,4,8,1,33.14
989,12449,490,4,8,1,35.67
989,13059,502,4,8,1,108.82
989,2881,504,6,9,1,54.05
989,11507,504,1,14,1,55.22
989,5245,480,6,9,1,54.79
989,1414,504,6,9,1,5.05
989,6490,504,4,8,1,44.18
989,5845,498,4,8,1,29.8
989,7830,501,7,17,1,94.46
989,9648,498,10,16,1,136.28
989,18154,467,7,17,1,77.34
989,14248,498,10,16,1,58.42
989,1076,500,8,15,1,76.21
989,1268,500,7,17,1,8.04
989,1904,498,6,9,1,29.33
989,1673,498,4,8,1,82.85
989,5584,489,1,14,1,651.36
989,17586,504,8,15,1,835.74
989,6414,467,9,13,1,481.81
989,3831,69,9,13,1,976.26
989,9259,493,9,13,1,1021.59
989,10701,504,9,13,1,317.94
989,17912,237,9,13,1,323.98
989,10689,504,9,13,1,317.94
989,18896,269,9,13,1,1388.39
989,9262,499,9,13,1,1457.47
989,9278,499,9,13,1,1423.33
989,8631,114,9,13,1,1406.89
989,1174,414,9,13,1,1332.84
989,853,414,9,13,1,1331.11
989,2048,269,9,13,1,1351.61
989,11038,114,6,9,1,386.34
989,9593,473,1,14,1,1297.8
990,6048,499,9,13,1,3.6
990,18652,269,9,13,1,25.8
990,18644,6,9,13,1,5.73
990,10554,473,10,16,1,2765.98
990,2374,484,9,13,1,91.18
990,7422,268,10,16,1,954.89
990,2035,494,7,17,1,2745.86
990,1355,471,1,14,1,59.66
990,979,500,6,9,1,47.12
990,1222,499,6,9,1,44.02
990,1232,499,6,9,1,27.04
990,1209,499,6,9,1,44.37
990,17235,499,4,8,1,28.16
990,1400,489,6,9,1,34.32
990,16748,500,4,8,1,40.08
990,15136,499,4,8,1,42.96
990,13495,499,1,14,1,42.96
990,9541,498,6,9,1,48.53
990,5558,467,6,9,1,54.78
990,10054,479,1,14,1,87.27
990,1510,467,6,9,1,65.53
990,8222,480,4,8,1,87.27
990,10450,471,1,14,1,137
990,14475,498,6,9,1,5.05
990,13418,498,6,9,1,18.71
990,3824,133,4,8,1,34.22
990,5750,498,8,15,1,44.18
990,9019,504,7,17,1,5.51
990,6171,499,7,17,1,70.69
990,9077,503,8,15,1,133.11
990,10786,499,7,17,1,30.69
990,10777,504,8,15,1,66.28
990,14274,499,8,15,1,4.41
990,10823,492,7,17,1,23.75
990,16692,492,8,15,1,26.28
990,1893,502,4,8,1,138.64
990,2361,479,7,17,1,81.74
990,1970,325,8,15,1,55.24
990,1282,269,10,16,1,54.87
990,6649,270,4,8,1,1918.26
990,6675,499,4,8,1,2053
990,6075,502,1,14,1,2849.17
990,2880,133,1,14,1,2560.25
990,1910,325,1,14,1,2625.42
990,4545,269,10,16,1,1218.9
990,18893,108,9,13,1,1372.4
990,9257,470,9,13,1,1452.27
990,3226,504,9,13,1,1409.25
990,8633,499,9,13,1,1423.53
990,1452,301,9,13,1,1347.69
990,2373,32,9,13,1,1330.49
990,2375,504,9,13,1,1339.08
990,16186,88,4,8,1,820.3
990,16187,92,1,14,1,820.3
990,1703,504,9,13,1,1329.9
990,14661,270,4,8,1,2673.06
990,1441,504,6,9,1,1663.33
990,12588,268,4,8,1,662.41
990,9865,62,8,15,1,1238.14
991,14610,268,9,13,1,662.66
991,13244,270,9,13,1,662.66
991,2359,133,8,15,1,2587.88
991,2032,504,8,15,1,2579.58
991,1314,133,10,16,1,3649.81
991,3388,301,8,15,1,2624.35
991,1707,95,9,13,1,696.7
991,4830,493,9,13,1,15.64
991,6759,490,9,13,1,18.51
991,10119,504,9,13,1,38.98
991,13699,500,9,13,1,22.93
991,10553,269,10,16,1,2722.86
991,10558,68,10,16,1,2667.98
991,825,498,9,13,1,21.75
991,13171,490,4,8,1,33.14
991,4268,499,6,9,1,135.66
991,14725,499,4,8,1,42.96
991,3434,504,6,9,1,47.84
991,11840,498,4,8,1,41.18
991,11318,504,1,14,1,76.21
991,10205,504,4,8,1,16.55
991,16945,504,6,9,1,38.14
991,5046,498,4,8,1,5.51
991,4177,498,1,14,1,8.04
991,7881,498,7,17,1,5.51
991,5957,499,7,17,1,207.72
991,3198,499,7,17,1,40.43
991,10272,498,10,16,1,180.31
991,9090,498,8,15,1,49.97
991,5120,498,6,9,1,29.33
991,8829,504,1,14,1,640.87
991,3791,470,4,8,1,987.28
991,2802,269,4,8,1,2626.54
991,12808,504,9,13,1,1017.63
991,12809,504,9,13,1,983.52
991,17911,268,9,13,1,329.75
991,18892,472,9,13,1,1403.36
991,2058,133,9,13,1,1343.1
991,16188,88,4,8,1,830.23
991,1692,504,9,13,1,1359.15
991,12985,269,6,9,1,866.91
991,15082,269,1,14,1,1381.07
991,15358,42,10,16,1,846.97
991,15361,499,10,16,1,890.52
991,2346,269,10,16,1,3794.27
992,2083,268,10,16,1,3677
992,1988,502,10,16,1,3781.54
992,18299,114,4,8,1,8.78
992,9952,498,9,13,1,21.43
992,6342,498,9,13,1,40.24
992,6621,270,9,13,1,32.76
992,12651,323,9,13,1,41.39
992,13126,504,9,13,1,16.95
992,4562,500,9,13,1,22.99
992,3319,301,9,13,1,36.19
992,6337,499,9,13,1,22.36
992,3481,498,7,17,1,973.99
992,18908,499,4,8,1,164.62
992,1221,500,6,9,1,5.06
992,15058,489,1,14,1,30.14
992,1202,500,6,9,1,3.47
992,15143,499,4,8,1,79.1
992,14100,494,4,8,1,47.34
992,2232,504,6,9,1,48.6
992,14137,499,1,14,1,51.75
992,13002,503,1,14,1,147.48
992,11810,504,4,8,1,93.89
992,3946,467,6,9,1,48.61
992,7307,504,4,8,1,44.18
992,18878,498,6,9,1,10.58
992,5637,498,1,14,1,8.04
992,11392,498,6,9,1,65.27
992,3837,301,7,17,1,96.09
992,5738,133,10,16,1,34.55
992,4794,499,8,15,1,40.43
992,7638,498,10,16,1,102.14
992,7699,498,7,17,1,77.32
992,3511,499,10,16,1,179.15
992,7522,499,10,16,1,6.27
992,12412,499,8,15,1,4.41
992,7523,499,10,16,1,9.87
992,2191,499,7,17,1,43.07
992,15470,499,8,15,1,83.39
992,1013,498,1,14,1,82.85
992,1748,491,4,8,1,38.67
992,1896,498,4,8,1,82.85
992,3052,498,6,9,1,27.78
992,2655,268,1,14,1,90.01
992,3197,504,10,16,1,23.55
992,6064,499,4,8,1,2742.86
992,1331,270,4,8,1,2598.92
992,837,504,4,8,1,2580.14
992,12668,269,9,13,1,998.26
992,8801,114,9,13,1,1414.77
992,12578,268,4,8,1,635.35
992,13477,270,10,16,1,1816.48
992,17669,504,10,16,1,870.87
992,17815,484,9,13,1,518.31
993,13242,472,9,13,1,680.37
993,4046,499,9,13,1,36.78
993,4849,499,9,13,1,21.83
993,4728,493,9,13,1,14.37
993,6993,490,9,13,1,18.56
993,8598,498,9,13,1,43.11
993,1737,498,9,13,1,8.04
993,9379,504,9,13,1,33.91
993,5301,504,9,13,1,28.73
993,5880,499,9,13,1,22.35
993,1455,114,9,13,1,4.57
993,13622,268,7,17,1,1918.26
993,7452,419,10,16,1,1112.35
993,17645,74,8,15,1,2699.9
993,6118,322,7,17,1,2793.8
993,6114,494,7,17,1,2738.46
993,5359,498,10,16,1,1320.81
993,18809,499,4,8,1,180.1
993,793,500,6,9,1,27.81
993,780,500,6,9,1,47.97
993,1209,498,6,9,1,62.22
993,12565,490,1,14,1,33.14
993,10963,504,4,8,1,77.32
993,10055,480,4,8,1,87.27
993,10460,469,1,14,1,142.51
993,8721,479,4,8,1,87.27
993,7396,504,4,8,1,5.51
993,1763,504,6,9,1,9
993,4622,498,4,8,1,5.51
993,3602,133,1,14,1,24.29
993,7415,498,7,17,1,77.32
993,1180,473,7,17,1,59.66
993,3205,500,10,16,1,57.07
993,19144,500,8,15,1,37.55
993,3209,495,10,16,1,45.61
993,1530,498,1,14,1,44.19
993,6548,268,6,9,1,39.62
993,5517,268,6,9,1,39.62
993,3246,504,10,16,1,62.1
993,3011,133,4,8,1,24.29
993,10373,269,4,8,1,1918.26
993,2875,322,1,14,1,2670.18
993,2619,33,1,14,1,2563.59
993,17914,499,9,13,1,356.12
993,18656,108,9,13,1,1375.75
993,9260,114,9,13,1,1409.23
993,2060,414,9,13,1,1320.69
993,12470,499,4,8,1,663.51
993,9522,268,4,8,1,1276.81
993,13606,473,10,16,1,1886.46
993,12219,504,8,15,1,622.07
993,12227,270,8,15,1,635.35
993,17603,504,10,16,1,3828.15
994,2346,504,10,16,1,3726.25
994,2349,504,10,16,1,3709.74
994,3387,498,8,15,1,2614.37
994,3399,504,8,15,1,2588.93
994,1002,269,6,9,1,24.45
994,844,268,6,9,1,41.56
994,6754,498,9,13,1,24.78
994,9302,498,9,13,1,54.52
994,9276,499,9,13,1,34.9
994,9968,499,9,13,1,34.9
994,13048,504,9,13,1,2.88
994,17298,500,9,13,1,37.21
994,3371,467,9,13,1,54.53
994,18647,504,9,13,1,39.81
994,18919,499,1,14,1,70.69
994,1577,492,6,9,1,15.02
994,15963,500,1,14,1,215.77
994,2846,500,6,9,1,48.19
994,15746,498,4,8,1,96.08
994,4284,499,6,9,1,32.72
994,11026,504,4,8,1,76.21
994,12707,490,1,14,1,35.67
994,10204,301,4,8,1,71.8
994,8666,468,4,8,1,77.34
994,2132,468,6,9,1,55.19
994,16730,504,6,9,1,41.91
994,5479,498,1,14,1,44.18
994,3982,268,1,14,1,62.95
994,3450,325,1,14,1,79.53
994,4194,498,1,14,1,8.04
994,6928,491,10,16,1,110.04
994,11616,504,8,15,1,44.18
994,8880,493,8,15,1,27.61
994,10837,504,10,16,1,163.44
994,14578,499,8,15,1,55.22
994,9052,492,10,16,1,37.39
994,15171,500,7,17,1,44.18
994,17662,500,8,15,1,8.04
994,9344,270,6,9,1,39.81
994,6651,470,4,8,1,1977.92
994,10048,499,4,8,1,2834.24
994,10049,72,4,8,1,2699.9
994,1217,268,4,8,1,2598.92
994,6747,471,9,13,1,520.9
994,8469,268,9,13,1,1002.02
994,12819,504,9,13,1,1010.08
994,18664,504,9,13,1,1430.04
994,2377,491,9,13,1,1360.63
994,16045,108,1,14,1,830.23
994,1145,491,9,13,1,1408.93
994,1688,498,9,13,1,1380.79
994,15072,504,1,14,1,1396.52
994,14668,269,1,14,1,2673.06
994,6202,504,1,14,1,650.8
